#{"t_start": 1783885211.162554, "env_id": "LunarLander-v3"}
r,l,t
-83.033588,117,39.329044
-234.329795,98,39.358765
-77.548577,128,39.396838
-49.196242,153,39.442173
-122.108681,93,39.470446
-218.330784,118,39.540588
-150.610213,168,39.607006
-84.324747,186,39.687742
-41.359973,155,40.677071
-190.40699,153,40.745201
-57.156353,167,40.803389
-115.511167,156,40.863878
-17.851652,121,40.909981
-44.470962,104,40.95026
-96.831544,115,41.038855
-62.219458,156,41.09798
-366.775988,136,41.149051
-91.833298,118,41.199602
-76.345393,180,41.268054
-81.373328,200,41.341975
-99.600863,117,41.404698
-80.989813,177,42.105264
-64.861612,104,42.143142
-73.315503,186,42.216073
-74.008178,195,42.293129
-207.386726,230,42.38589
-136.256176,109,42.426219
-80.542103,176,42.487213
-237.116307,144,42.537765
-85.221897,139,42.587529
73.093548,1000,43.587121
-94.419311,186,43.64688
-182.17754,109,43.685937
-67.595462,114,43.730064
-108.541178,120,43.779037
37.17692,159,43.832535
-53.668607,119,43.873286
-95.182617,102,43.912067
5.734954,111,43.954421
-3.906502,147,44.00613
-34.116313,157,44.060305
-57.202931,251,44.148493
-32.465277,81,44.176409
17.538606,138,44.232914
-238.045069,224,44.918332
-80.544687,214,44.996003
-40.055674,161,45.048379
-196.097462,223,45.124166
-66.041327,173,45.182846
-80.371065,134,45.246242
-58.104641,150,45.303986
-288.98015,196,45.366216
-115.941681,143,45.414784
-276.027386,191,45.496382
-227.969854,183,45.556876
-14.812042,143,46.149477
-137.773033,195,46.211462
-140.168562,209,46.292349
-64.08019,102,46.327777
-12.254511,240,46.399214
-101.143425,102,46.429527
-112.246464,147,46.476882
-47.65211,102,46.510612
-47.463789,123,46.579874
-42.409163,202,46.650946
-243.444563,179,46.721503
-107.5751,185,46.803854
-59.135673,91,46.83327
-50.5328,223,48.349698
8.327948,174,48.404499
-38.046802,94,48.43775
-12.018363,166,48.487487
-55.914351,220,48.551684
-18.962153,100,48.581889
-71.935345,321,48.689795
-44.557217,105,48.724115
-21.676331,186,48.787703
11.987026,140,48.835231
-69.246949,191,48.901867
-51.977978,228,48.978035
14.961701,116,50.406585
-121.778124,205,50.483886
-65.31881,151,50.552917
41.141419,110,50.592168
-4.179671,235,50.683176
14.4254,161,50.744003
-93.638863,279,50.862278
-39.454955,170,50.922654
-212.246609,284,51.019226
-145.903285,148,51.06913
-15.488598,126,51.113837
6.941019,134,51.701804
16.35894,113,51.749656
-181.155626,171,51.814666
-62.107098,152,51.869657
-22.202748,132,51.934124
11.016775,155,51.989091
-46.389265,81,52.016391
-75.811769,116,52.056738
-56.697345,113,52.093439
-91.610571,322,52.226723
-179.130377,178,52.283981
-106.391401,155,52.339855
-16.130035,100,52.371706
-43.196315,109,52.40808
-95.725885,144,53.129522
15.558167,127,53.172926
-235.717688,196,53.243704
-2.545763,142,53.290317
-19.641898,173,54.57082
-47.349961,131,54.622047
-57.817651,261,54.716466
-61.866818,212,54.805514
85.814515,1000,55.971196
-49.995277,102,56.012434
-29.50403,109,56.053283
-60.362539,187,56.118809
-46.132616,299,56.227231
-45.985783,113,56.26895
-445.350675,255,56.356125
-56.55235,138,56.410091
-71.092743,160,56.463056
-95.861205,199,56.536849
-65.350432,224,56.639039
-24.343691,91,58.253635
24.122482,144,58.306313
25.213456,123,58.352503
-105.308841,145,58.40329
9.965304,105,58.438787
-16.477495,165,58.496014
8.943391,197,58.554755
-1.934388,112,58.588903
1.126037,175,58.640873
-31.903161,285,58.73864
27.914218,187,58.800573
-4.990981,166,58.854915
-42.230343,166,59.398573
-31.724015,187,59.463119
18.350324,137,59.515383
-211.188057,185,59.573031
21.469305,244,59.647561
-1.335312,203,59.709183
-90.889119,255,59.820995
-33.260262,148,59.875362
-42.595247,156,59.933627
-176.863413,191,60.000196
15.228526,163,60.065676
17.197601,152,60.125405
7.743714,175,61.01283
-17.569382,101,61.048512
20.65252,168,61.111233
-10.307171,187,61.170547
-30.013201,275,61.260641
-25.278784,160,61.328627
-134.403563,109,61.371023
-103.176707,158,61.429209
18.511678,139,61.481652
-37.613828,179,61.560664
-5.658671,118,61.635358
-52.850239,205,61.717815
-67.363812,194,62.813529
-32.639968,146,62.863108
-48.257335,139,62.909532
31.741066,146,62.980426
-155.178967,198,63.053676
-73.888498,119,63.091239
-71.591042,172,63.154188
-52.658749,282,63.268788
16.237748,1000,65.085414
-83.68344,205,65.162969
-226.136591,258,65.267483
-150.832,201,65.332669
-311.986293,287,65.419923
-71.08589,205,65.496843
30.011684,136,65.562975
-32.357276,138,65.623456
26.979607,195,65.697883
20.393259,164,65.755454
-63.214349,207,66.350937
41.527331,121,66.391362
-36.773976,162,66.446749
36.215005,202,66.524115
85.024856,179,66.597414
-102.060812,253,66.702854
-83.604952,237,66.789604
-30.853821,225,66.875272
-64.199262,200,66.951321
126.29395,1000,67.978752
-43.797735,223,68.051974
-142.343783,204,68.117411
-28.199739,284,68.200892
-155.556674,243,68.272956
-18.090118,224,68.414829
8.735132,115,68.463811
88.314489,1000,69.365259
41.061359,1000,69.753826
-143.715938,130,70.374291
-44.108106,221,71.330207
-37.180231,276,71.420361
-78.559268,215,71.487443
-99.992792,205,71.564859
-99.262806,427,71.70709
-101.346133,358,71.812403
-106.802675,346,73.444467
-78.185756,292,73.550331
-18.15373,197,73.619497
-1.469359,1000,74.099956
-248.658742,270,74.215481
-96.12076,232,75.85551
116.12305,1000,76.209574
-32.679291,302,76.309264
-29.154976,155,76.370405
-68.190946,325,76.478457
-25.280203,203,76.548363
-4.539808,137,77.091372
-127.601259,243,77.180465
-98.947707,493,77.347252
5.528724,134,77.394942
-245.751904,430,77.571972
-15.044218,280,77.676781
-70.170237,521,78.394394
113.417381,1000,78.746695
34.296519,1000,80.692845
-17.399261,325,80.815964
-23.692288,214,80.905379
-28.766306,392,81.046321
-86.734625,482,81.232895
95.598536,1000,83.029125
-16.53471,311,83.134271
71.057375,197,83.204037
-59.846653,237,83.288248
30.271221,223,83.355931
-5.014264,375,83.470443
-135.125577,568,84.156192
-132.252799,470,84.320718
-34.075746,338,84.442259
-1.779231,232,84.524865
-13.798316,1000,85.506876
-19.2053,354,85.64357
-31.390313,236,85.729568
-0.79488,340,85.834435
-37.612379,285,85.919297
73.045819,1000,86.853807
108.163674,1000,87.231848
