#{"t_start": 1783885509.5518034, "env_id": "LunarLander-v3"}
r,l,t
-66.498644,75,8.084071
-86.924702,80,8.108671
-257.935036,125,8.146882
-63.861864,66,8.167171
-46.435843,73,8.189556
-249.810059,114,8.224411
-95.456225,81,8.249218
-180.195347,101,8.280131
-51.140792,128,9.971552
-243.238281,104,10.014146
-172.734522,119,10.058378
-135.993723,116,10.101707
-149.669122,154,10.171135
-89.115824,85,10.200632
-92.581196,79,10.233192
-75.487223,96,10.264804
-106.405092,77,10.29054
33.443177,106,10.327784
-117.731804,100,10.362185
-32.994847,73,10.385226
-62.906016,83,10.413416
-275.882226,121,10.454854
-80.503431,79,10.479069
-162.500736,107,10.5145
-143.527906,100,10.547448
-86.48838,91,10.577335
-117.198362,109,10.615105
-234.602165,106,10.649826
-182.976487,181,11.860855
-157.688706,142,11.909223
-128.368373,157,11.961152
-216.459492,136,12.010622
-291.948451,125,12.051694
-74.844675,101,12.087864
-137.897471,143,12.134355
-252.576778,137,12.179282
-279.837049,161,12.232615
-88.460991,110,12.269633
-340.480307,125,12.327569
-141.766443,148,12.379592
-263.508348,136,12.432766
-161.765679,132,12.472784
-210.291782,106,12.505319
-51.572504,159,13.373654
-71.344694,154,13.438144
-140.896022,196,13.522183
-209.664458,123,13.588296
-212.409585,207,13.683162
-274.326362,165,13.744526
-148.584263,98,13.781079
-78.807186,125,13.826213
-314.072316,157,13.883115
-399.187133,205,13.953215
-499.170669,160,14.00687
-245.718295,158,14.060056
-66.226881,125,14.101487
-245.467652,185,14.920017
-243.52789,146,14.972245
-237.84922,125,15.016069
-234.874188,170,15.074798
-233.026421,121,15.115995
-209.651782,115,15.165265
-68.071905,89,15.20422
-183.50909,202,15.271236
-226.529189,190,15.334725
-398.803161,158,15.387351
-99.770481,134,15.431738
-207.309161,84,15.892304
-307.2588,128,15.94907
-145.480363,106,15.994628
-136.391903,159,16.087584
-242.545229,175,16.935439
-218.551909,168,17.010735
-55.642136,95,17.056072
-72.253786,78,17.090748
-503.816984,166,17.160534
-232.620192,151,17.21802
-136.16978,103,17.25786
-65.297425,108,17.299326
-93.334868,121,17.344803
-221.619453,184,17.415449
-103.24663,91,17.447274
-49.505181,102,17.484161
-289.110344,177,17.54884
-146.525693,119,17.59047
-16.799782,99,17.625694
-170.220396,201,18.431614
-11.654635,135,18.482429
-120.500759,90,18.515001
-180.931703,113,18.556961
-54.16555,115,18.611728
-68.345076,78,18.638382
-117.288448,101,18.672909
-71.216724,102,18.707439
-70.277138,80,18.735152
-113.321302,107,18.771331
-112.789419,164,18.824912
-109.164932,98,18.858949
-59.87685,75,18.887872
-79.07873,89,18.926816
-106.899809,130,18.970736
-155.364092,89,19.001231
-83.053457,79,19.036986
-192.985988,113,19.100898
-77.159974,86,19.135203
-44.313988,81,19.166414
-89.930032,138,19.909153
-42.24278,96,19.955987
-184.854355,88,20.002695
-46.021733,84,20.035969
-218.932276,103,20.08458
-81.987855,156,20.15683
-80.271991,107,20.20511
-385.480121,144,20.277635
-7.484909,136,20.325719
-39.725357,82,20.367024
-119.105055,92,20.39847
-124.218726,161,20.451559
-161.664283,222,20.526963
-28.798835,95,20.563449
-100.924847,131,20.608135
-64.329688,113,20.648306
-87.2329,183,20.721633
-107.277753,91,22.095888
-231.657814,84,22.121675
-285.002792,132,22.164315
-32.507673,116,22.202644
-159.018631,92,22.233666
-31.55838,97,22.268946
-275.139914,169,22.319766
-201.211959,146,22.388119
-63.48838,128,22.434804
-218.220531,136,22.498246
-244.395243,132,22.539443
-89.079436,169,22.595408
-7.370469,102,22.634879
-11.194662,212,22.712931
-62.874504,132,22.76126
-47.289183,103,22.800819
-32.647643,86,23.443234
-108.19875,150,23.50069
-58.26576,146,23.563829
-78.224731,167,23.63262
-28.567731,166,23.6941
-93.533019,224,23.782085
-113.754861,176,23.857888
20.847451,190,23.92735
-45.538615,89,23.957234
-148.446705,159,24.009518
-59.0222,172,24.065336
-71.285363,158,24.122456
-38.665214,163,24.176878
-188.124541,120,24.946041
-48.14366,112,24.989999
-57.634836,123,25.037347
-198.082621,192,25.107951
-47.846937,189,25.176527
-186.275358,117,25.228205
-31.483037,104,25.263489
-162.857395,136,25.318368
-188.764548,185,25.389944
-51.194323,189,25.461467
-214.566983,196,25.545117
-125.343108,162,25.603115
-61.097901,148,25.650072
16.288906,154,26.304519
-86.872569,139,26.360346
-150.942715,137,26.413321
31.602532,167,26.477322
-164.996397,193,26.554059
-90.403144,97,26.592245
-90.223055,160,26.651997
-9.089564,122,26.697309
-40.87889,161,26.751363
-92.313523,140,26.803377
-157.081559,136,26.857403
-102.777867,144,26.907683
-85.373654,148,26.968331
-80.878346,188,27.038475
-56.207686,157,27.71256
-127.078095,111,27.752997
1.202014,88,27.784992
8.827847,114,27.833982
-35.756174,90,27.865736
-47.051029,187,27.93001
16.267079,115,27.968818
-31.97153,168,28.025126
-27.051217,113,28.062963
-46.175408,109,28.13326
10.650211,123,28.177693
-21.061207,219,28.274066
-155.824503,205,28.346888
0.151308,154,28.408817
23.583619,161,29.863077
-168.918333,179,29.936836
-74.534814,225,30.017992
-44.147009,410,30.161458
-69.966391,226,30.243408
-22.43295,174,30.307083
8.69729,126,30.35303
76.236087,1000,31.279652
-180.301303,228,31.357134
-304.427272,242,31.447831
-138.578952,162,31.526473
-18.210627,118,31.572818
30.483201,1000,32.811682
-24.826162,231,34.394378
-76.066774,176,34.465859
-54.032571,180,34.536994
40.396161,146,34.587784
0.187917,228,34.666073
-171.969788,185,34.732841
-50.464196,255,34.864519
9.210674,159,34.913409
-129.054882,219,34.98359
-35.199401,128,35.025057
-46.024205,146,35.673166
-91.111372,191,35.744702
-88.681174,204,35.818392
-191.142043,194,35.908378
-7.543327,164,35.976403
-48.083343,147,36.046268
-88.62615,186,36.117763
-64.034344,146,36.172027
4.607168,167,36.226873
23.835724,284,36.340641
-21.691644,214,36.411101
9.49682,140,36.458253
-8.40706,117,38.096523
59.144202,1000,38.447586
16.696422,129,38.491209
-6.013786,171,38.567784
-94.951501,261,38.658006
72.871397,1000,40.059432
109.65937,1000,40.509604
-189.456594,182,40.58375
20.864527,183,40.66056
73.253596,1000,41.60525
-14.860908,213,41.678552
11.569175,242,41.777626
-29.82323,249,41.881027
-0.814957,227,41.95917
-93.967099,223,42.589476
-66.726677,182,42.68074
-26.010866,195,42.758275
-29.454872,183,42.81776
-34.887061,178,42.880643
124.058057,1000,43.289327
123.147353,1000,45.198438
48.593852,1000,45.608622
-58.6683,258,45.694394
-55.842668,151,46.264473
-29.635258,154,46.33841
24.09165,146,46.406596
26.612919,170,46.474236
15.47637,147,46.518649
-13.738127,218,46.623412
-17.965518,183,46.68137
-91.267031,293,46.782959
-68.130283,299,46.873352
-41.319593,172,46.925981
-44.370965,286,47.690752
-116.776877,348,47.834989
33.247556,171,47.902091
7.220989,180,47.965994
-174.083179,321,48.099743
-51.368691,327,48.235898
-114.548334,294,48.32706
-106.60763,219,48.396818
-47.282349,113,49.796217
77.207525,1000,52.057964
10.888602,169,52.117759
102.015535,1000,53.15364
-17.921594,194,53.233755
-80.69607,346,53.339318
129.441193,1000,53.721863
-28.250182,299,53.855564
122.849877,1000,54.968853
14.386734,124,55.0208
56.214773,135,55.07367
126.440809,1000,55.94684
33.75544,1000,56.28979
18.933552,181,56.357325
-12.279186,169,56.42792
11.412659,154,56.490443
117.259846,1000,58.330919
93.63569,1000,58.685396
148.167874,1000,60.077134
-34.105508,185,60.14036
130.734466,1000,60.49793
119.009758,1000,61.404639
129.09341,1000,61.738633
120.597031,1000,62.693918
62.932108,1000,63.084574
-59.710526,239,63.182685
155.188965,1000,64.263927
127.163822,1000,64.623746
163.191265,1000,65.561051
30.819359,188,65.63061
5.662272,214,65.708005
128.641245,1000,68.533771
84.849549,1000,68.922803
144.342877,1000,69.792104
-170.102994,410,69.918363
5.947158,183,69.973001
-4.011937,200,70.036808
133.452834,1000,70.417663
-9.448007,184,71.126581
180.909942,1000,71.524732
64.870304,149,71.60341
118.91575,1000,72.603458
94.78795,1000,72.982731
153.22072,1000,74.207748
134.199096,1000,74.597573
109.212653,1000,76.592744
192.018902,1000,76.977175
128.363291,1000,77.374752
186.767128,1000,79.282987
79.430968,1000,79.694231
147.811814,1000,80.828353
121.959523,1000,81.181111
135.606006,1000,82.198168
107.906387,1000,82.530274
88.967447,1000,83.430919
114.411124,1000,85.109363
